1403809785 0 0 0 1 0 0 0 0
1403820766 0 0 0 2 0 0 0 0
1404119639 0 0 0 2 0 0 1 0
1405057109 0 1 0 2 0 0 1 0
1406166916 0 2 0 2 0 0 1 0
1406167079 0 3 0 2 0 0 1 0
1406167442 0 4 0 2 0 0 1 0
1406167691 0 5 0 2 0 0 1 0
1406167861 0 6 0 2 0 0 1 0
1406168683 0 6 0 2 0 1 1 0
1406169848 0 6 1 2 0 1 1 0
1406170037 0 6 2 2 0 1 1 0
1407043210 1 6 2 2 0 1 1 0
1407119489 1 6 3 2 0 1 1 0
1408034089 2 6 3 2 0 1 1 0
1408813052 3 6 3 2 0 1 1 0
1408813107 4 6 3 2 0 1 1 0
1408813156 5 6 3 2 0 1 1 0
1418660893 6 6 3 2 0 1 1 0
1418660927 7 6 3 2 0 1 1 0
1419094734 8 6 3 2 0 1 1 0
1419250126 9 6 3 2 0 1 1 0
1419250455 10 6 3 2 0 1 1 0
1419252058 11 6 3 2 0 1 1 0
1419402685 12 6 3 2 0 1 1 0
1420649257 13 6 3 2 0 1 1 0
1421574506 14 6 3 2 0 1 1 0
1424264292 15 6 3 2 0 1 1 0
1424264319 16 6 3 2 0 1 1 0
1425016692 17 6 3 2 0 1 1 0
1425112427 18 6 3 2 0 1 1 0
1426258915 19 6 3 2 0 1 1 0
1426316771 20 6 3 2 0 1 1 0
1426862630 21 6 3 2 0 1 1 0
1427721889 22 6 3 2 0 1 1 0
1428158239 23 6 3 2 0 1 1 0
1428250434 24 6 3 2 0 1 1 0
1428250472 25 6 3 2 0 1 1 0
1431372278 26 6 3 2 0 1 1 0
1431771000 27 6 3 2 0 1 1 0
1431771017 28 6 3 2 0 1 1 0
1431771060 29 6 3 2 0 1 1 0
1431771162 30 6 3 2 0 1 1 0
1431777536 31 6 3 2 0 1 1 0
1431879928 32 6 3 2 0 1 1 0
1432369690 33 6 3 2 0 1 1 0
1435121886 34 6 3 2 0 1 1 0
1435121917 35 6 3 2 0 1 1 0
1436553766 36 6 3 2 0 1 1 0
1436553786 37 6 3 2 0 1 1 0
1437333825 38 6 3 2 0 1 1 0
1437333951 39 6 3 2 0 1 1 0
1437333977 40 6 3 2 0 1 1 0
1437334805 41 6 3 2 0 1 1 0
1437334877 42 6 3 2 0 1 1 0
1437334953 43 6 3 2 0 1 1 0
1437335578 44 6 3 2 0 1 1 0
1438252908 45 6 3 2 0 1 1 0
1438502444 48 6 3 2 0 1 1 0
1438952001 49 6 3 2 0 1 1 0
1438953098 50 6 3 2 0 1 1 0
1438964050 51 6 3 2 0 1 1 0
1438964201 52 6 3 2 0 1 1 0
1438964210 53 6 3 2 0 1 1 0
1438964478 54 6 3 2 0 1 1 0
1438965259 55 6 3 2 0 1 1 0
1439056897 56 6 3 2 0 1 1 0
1439268689 57 6 3 2 0 1 1 0
1440867961 58 6 3 2 0 1 1 0
1441349362 59 6 3 2 0 1 1 0
1442686369 60 6 3 2 0 1 1 0
1442686430 61 6 3 2 0 1 1 0
1445088533 62 6 3 2 0 1 1 0
1447051101 63 6 3 2 0 1 1 0
1447684172 64 6 3 2 0 1 1 0
1455971018 65 6 3 2 0 1 1 0
1457011114 66 6 3 2 0 1 1 0
1459944289 67 6 3 2 0 1 1 0
1462463856 67 6 3 2 1 1 1 0
1463027120 67 6 3 2 2 1 1 0
1464002576 68 6 3 2 2 1 1 0
1464002582 69 6 3 2 2 1 1 0
1475941089 70 6 3 2 2 1 1 0
1476002419 71 6 3 2 2 1 1 0
1477901682 72 6 3 2 2 1 1 0
1478090934 72 6 3 2 2 1 1 1
1478095205 73 6 3 2 2 1 1 1
1478155032 74 6 3 2 2 1 1 1
1478155174 75 6 3 2 2 1 1 1
1478256376 76 6 3 2 2 1 1 1
1478425335 77 6 3 2 2 1 1 1
1478427834 78 6 3 2 2 1 1 1
1478428001 79 6 3 2 2 1 1 1
1479104651 80 6 3 2 2 1 1 1
1481621353 81 6 3 2 2 1 1 1
1481805282 82 6 3 2 2 1 1 1
1483066894 83 6 3 2 2 1 1 1
